ACCESSION_NUMBER	OTHERMANAGER_SK	CIK	FORM13FFILENUMBER	CRDNUMBER	SECFILENUMBER	NAME
0001580642-25-004676	199440			000168539	801-78438	LeConte Wealth Management, LLC
0001580642-25-004676	199441			000283553	801-107930	Legacy Financial Strategies, LLC
0001580642-25-004676	199442			000319171	801-123638	Lumiere Financial Group LLC
0001580642-25-004676	199443			000115753	801-63693	Madrona Financial Services, LLC
0001580642-25-004676	199444			000118544	801-60820	Main Street Financial Life Advisors, LLC
0001580642-25-004676	199445			000002903	801-123009	Martin Nelson & Co., Inc.
0001580642-25-004676	199446			000147363	801-69271	Mercer Global Advisors, Inc.
0001580642-25-004676	199447			000110216	801-13452	Meridian Investment Advisors
0001580642-25-004677	199320			000325119	801-127980	PFW Advisors LLC
0001580642-25-004677	199321			000155216	801-72060	Private Advisor Group, LLC
0001580642-25-004677	199322			000156480	801-72187	Prosperity Capital Advisors
0001580642-25-004677	199323			000158401	801-79153	RFG Advisory, LLC
0001580642-25-004677	199324			000173862	801-112697	RFG Holdings Inc.
0001580642-25-004677	199325			000107271	801-43144	Savant Wealth Management
0001580642-25-004677	199326			000318493	801-123656	Savvy Wealth, Inc
0001580642-25-004677	199327			000109901	801-55783	Sentinal Pension Advisors, Inc.
0001580642-25-004677	199328			000046947	801-71178	Silver Oak Securities Incorporated
0001580642-25-004677	199329			000319437	801-13165	Split Creek Capital, LLC
0001580642-25-004677	199330			000109677	801-33774	Strategic Financial Services, Inc.
0001580642-25-004677	199331			000165839	801-108752	Strategic Income Group LLC
0001580642-25-004677	199332			000314424	801-121182	The Ascent Group, LLC
0001580642-25-004677	199333			000123255	801-77097	The Fragasso Group Inc
0001580642-25-004677	199334			000169006	801-79164	The Martin Worley Group
0001580642-25-004677	199335			000105902	801-40745	THOR Investment Management, Inc
0001580642-25-004677	199336			000288576	801-110591	TownSquare Capital, LLC
0001580642-25-004677	199337			000311298	801-119910	Transitus Wealth Partners, LLC
0001580642-25-004677	199338			000323123	801-126689	TSA Wealth Management LLC
0001580642-25-004677	199339			000154543	801-76551	Two West Capital Advisors LLC
0001580642-25-004677	199340			000170372	801-79160	Wealth Management Group, L.L.C.
0001580642-25-004677	199341			000106176	801-113165	Weinberger Asset Management, Inc
0001580642-25-004677	199342			000139237	801-66794	Werba Rubin Papier Wealth Management, LLC
0001580642-25-004677	199343			000108834	801-57629	WrapManager, Inc.
0001580642-25-004677	199344			000285967	801-118916	XY Investment Solutions
0001940173-25-000008	199513	0001652044	028-22702			Alphabet Inc.
0001848282-25-000008	199514	0001652044	028-22702			Alphabet Inc.
0001941040-25-000392	199523	0001027817	028-05936			ATLANTA CAPITAL MANAGEMENT CO L L C
0001941040-25-000392	199524	0000874791	028-02903	000107003	801-8825	CAMPBELL NEWMAN ASSET MANAGEMENT INC
0001941040-25-000392	199525	0001426319	028-12956	000142633	801-67401	Cannell & Spears LLC
0001941040-25-000392	199526	0001710537	028-21626	000286340	801-119192	EverSource Wealth Advisors, LLC
0001941040-25-000392	199527	0001566030	028-15213	000163493	801-76547	INVESTMENT HOUSE LLC
0001779076-25-000010	199540	0001652044	028-22702			Alphabet Inc.
0001580642-25-004676	199448			000147070		Merit Financial Group, LLC
0001580642-25-004676	199449			000163833	801-76469	MKT Adviors, LLC
0001580642-25-004676	199450			000324624	801-127231	Modern Wealth Management, LLC
0001580642-25-004676	199451			000288429	801-110752	Momentus Wealth Management, Inc.
0001580642-25-004676	199452			000113348	801-63874	Natural Investments PBLLC
0001580642-25-004676	199453			000108052	801-57727	Earned Wealth
0001580642-25-004676	199454			000301764	801-115232	Optivise Advisory Services LLC
0001580642-25-004676	199455			000310327	801-119646	Pallas Capital Advisors, LLC
0001580642-25-004676	199456			000325119	801-127980	PFW Advisors LLC
0001580642-25-004676	199457			000286565		Prentice Financial Planning LLC
0001580642-25-004676	199458			000155216	801-72060	Private Advisor Group, LLC
0001580642-25-004676	199459			000158401	801-79153	RFG Advisory, LLC
0001580642-25-004676	199460			000173862	801-112697	RFG Holdings Inc.
0001580642-25-004676	199461			000107271	801-43144	Savant Wealth Management
0001580642-25-004676	199462			000318493	801-123656	Savvy Wealth, Inc
0001580642-25-004676	199463			000308909	801-124693	Seeds Investor LLC
0001580642-25-004676	199464			000046947	801-71178	Silver Oak Securities Incorporated
0001580642-25-004676	199465			000165839	801-108752	Strategic Income Group LLC
0001580642-25-004676	199466			000314424	801-121182	The Ascent Group, LLC
0001580642-25-004676	199467			000123255	801-77097	The Fragasso Group Inc
0001580642-25-004676	199468			000105902	801-40745	THOR Investment Management, Inc
0001580642-25-004676	199469			000288576	801-110591	TownSquare Capital, LLC
0001580642-25-004676	199470			000311298	801-119910	Transitus Wealth Partners, LLC
0001580642-25-004676	199471			000323123	801-126689	TSA Wealth Management LLC
0001580642-25-004676	199472			000154543	801-76551	Two West Capital Advisors LLC
0001580642-25-004676	199473			000115332	801-60741	Waverly Advisors, LLC
0001580642-25-004676	199474			000170372	801-79160	Wealth Management Group, L.L.C.
0001580642-25-004676	199475			000106176	801-113165	Weinberger Asset Management, Inc
0001580642-25-004676	199476			000139237	801-66794	Werba Rubin Papier Wealth Management, LLC
0001580642-25-004676	199477			000108834	801-57629	WrapManager, Inc.
0001580642-25-004676	199478			000285967	801-118916	XY Investment Solutions
0001580642-25-004676	199479			000329878	801-129521	Diversify Wealth Management, LLC
0001580642-25-004676	199480			000128606	801-78914	Korhorn Financial Group
0001580642-25-004676	199481			000156480	801-72187	Prosperity Capital Advisors
0001580642-25-004676	199482			000145488	801-69827	Arete Wealth Advisors, LLC
0001580642-25-004676	199483			000109677	801-33774	Strategic Financial Services, Inc.
0001580642-25-004676	199484			000175300	801-114835	Global Strategic Investment Solutions, LLC
0001580642-25-004676	199485			000319437	801-13165	Split Creek Capital, LLC
0001580642-25-004676	199486			000222515	801-116983	Aegis Wealth Group, LLC
0001580642-25-004676	199487			000299805	801-114547	Bison Wealth, LLC
0001580642-25-004676	199488			000284839	801-113243	Colonial River Investments, LLC
0001580642-25-004676	199489			000306703	801-127881	Fourth Dimension Wealth, LLC
0001580642-25-004676	199490			000169006	801-79164	The Martin Worley Group
0001580642-25-004676	199491			000296798	801-113314	New World Advisors, LLC
0001580642-25-004676	199492			000151671	801-70707	Per Stirling Capital Management, LLC
0001580642-25-004676	199493			000008032	801-41541	Commonwealth Financial Network
0001580642-25-004676	199494			000109901	801-55783	Sentinal Pension Advisors, Inc.
0001998562-25-000011	199503	0001652044	028-22702			Alphabet Inc.
0001580642-25-004676	199405			000135879	801-64514	Allen Capital Group, LLC
0001580642-25-004676	199406			000157423	801-72361	Alphastar Capital Management, LLC
0001580642-25-004676	199407			000172793	801-117954	Austin Wealth Management, LLC
0001580642-25-004676	199408			000323124	801-126678	Avid Wealth Partners, LLC
0001580642-25-004676	199409			000164081	801-76763	Axxcess Wealth Management, LLC
0001580642-25-004675	199028			000155576	801-107896	DFPG Investments, LLC
0001580642-25-004675	199029			000318241		Divvi Wealth Management LLC
0001580642-25-004675	199030			000307265	801-118109	Echo45 Advisors LLC
0001580642-25-004675	199031			000307618	801-120349	Fortress Wealth Planning, LLC
0001580642-25-004675	199032			000159099	801-79524	Fulcrum Equity Management, LLC
0001580642-25-004675	199033			000283850	801-107873	Fundamentum, LLC (Stratos)
0001580642-25-004675	199034			000321145		Green Ocean Global Advisors LLC
0001580642-25-004675	199035			000168494	801-107338	Hobart Private Capital, LLC
0001580642-25-004675	199036			000319087	801-123434	Hoxton Planning & Management, LLC
0001580642-25-004675	199037			000171481	801-79769	IHT Wealth Management LLC
0001580642-25-004675	199038			000154131	801-113631	Integrity Investment Advisors, LLC
0001580642-25-004675	199039			000282863	801-107265	Invst, LLC
0001580642-25-004675	199040			000110433	801-12359	James Investment Research Inc
0001580642-25-004675	199041			000127902	801-62249	Keel Point, LLC
0001580642-25-004675	199042			000140599	801-71543	Larson Financial Group, LLC
0001580642-25-004675	199043			000324954		Las Marias Consulting, LLC
0001580642-25-004675	199044			000168539	801-78438	LeConte Wealth Management, LLC
0001580642-25-004675	199045			000319171	801-123638	Lumiere Financial Group LLC
0001580642-25-004675	199046			000115753	801-63693	Madrona Financial Services, LLC
0001580642-25-004675	199047			000118544	801-60820	Main Street Financial Life Advisors, LLC
0001580642-25-004675	199048			000002903	801-123009	Martin Nelson & Co., Inc.
0001580642-25-004675	199049			000147363	801-69271	Martin Nelson & Co., Inc.
0001580642-25-004675	199050			000147070		Merit Financial Group, LLC
0001580642-25-004675	199051			000324624	801-127231	Modern Wealth Management, LLC
0001580642-25-004675	199052			000288429	801-110752	Momentus Wealth Management, Inc.
0001580642-25-004675	199053			000113348	801-63874	Natural Investments PBLLC
0001580642-25-004675	199054			000316933		NoHo financial, Inc
0001580642-25-004675	199055			000301764	801-115232	Optivise Advisory Services LLC
0001580642-25-004675	199056			000310327	801-119646	Pallas Capital Advisors, LLC
0001580642-25-004675	199057			000325119	801-127980	PFW Advisors LLC
0001580642-25-004675	199058			000286565		Prentice Financial Planning LLC
0001580642-25-004675	199059			000155216	801-72060	Private Advisor Group, LLC
0001580642-25-004675	199060			000158401	801-79153	RFG Advisory, LLC
0001580642-25-004675	199061			000173862	801-112697	RFG Holdings Inc.
0001580642-25-004675	199062			000107271	801-43144	Savant Wealth Management
0001580642-25-004675	199063			000318493	801-123656	Savvy Wealth, Inc
0001580642-25-004675	199064			000308909	801-124693	Seeds Investor LLC
0001580642-25-004675	199065			000046947	801-71178	Silver Oak Securities Incorporated
0001580642-25-004675	199066			000300899	801-115261	Stokes Family Office LLC
0001580642-25-004675	199067			000165839	801-108752	Strategic Income Group LLC
0001580642-25-004675	199068			000314424	801-121182	The Ascent Group, LLC
0001580642-25-004675	199069			000105902	801-40745	THOR Investment Management, Inc
0001580642-25-004675	199070			000288576	801-110591	TownSquare Capital, LLC
0001580642-25-004675	199071			000323123	801-126689	TSA Wealth Management LLC
0001580642-25-004675	199072			000154543	801-76551	Two West Capital Advisors LLC
0001580642-25-004675	199073			000115332	801-60741	Waverly Advisors, LLC
0001580642-25-004675	199074			000170372	801-79160	Wealth Management Group, L.L.C.
0001580642-25-004675	199075			000106176	801-113165	Weinberger Asset Management, Inc
0001580642-25-004675	199076			000139237	801-66794	Werba Rubin Papier Wealth Management, LLC
0001580642-25-004675	199015			000135879	801-64514	Allen Capital Group, LLC
0001580642-25-004675	199016			000157423	801-72361	Alphastar Capital Management, LLC
0001580642-25-004675	199017			000323124	801-126678	Avid Wealth Partners, LLC
0001580642-25-004675	199018			000164081	801-76763	Axxcess Wealth Management, LLC
0001580642-25-004675	199019			000132657	801-63576	Baker Avenue Asset Management, LP
0001580642-25-004675	199020			000152977	801-122717	Bauer Wealth Management, LLC
0001580642-25-004675	199077			000108834	801-57629	WrapManager, Inc.
0001580642-25-004675	199078			000163833	801-76469	MKT Adviors, LLC
0001580642-25-004675	199079			000110216	801-13452	Meridian Investment Advisors
0001580642-25-004675	199080			000285967	801-118916	XY Investment Solutions
0001580642-25-004675	199081			000311298	801-119910	Transitus Wealth Partners, LLC
0001580642-25-004675	199082			000285359	801-108434	Bryn Mawr Capital Management, LLC
0001580642-25-004675	199083			000300279	801-114673	Inspire Advisors, LLC
0001580642-25-004675	199084			000123255	801-77097	The Fragasso Group Inc
0001580642-25-004675	199085			000283553	801-107930	Legacy Financial Strategies, LLC
0001580642-25-004675	199086			000299589	801-114418	Intelligence Driven Advisers, LLC
0001580642-25-004675	199087			000137945	801-66892	Founders Financial Securities, LLC
0001580642-25-004675	199088			000111010	801-60130	CONTINUITY WEALTH MANAGEMENT, CORP.
0001580642-25-004675	199089			000298744		Ridgeline Asset Management, LLC
0001580642-25-004675	199090			000172011	801-80074	HUB International Limited
0001580642-25-004675	199091			000291459	801-112524	BlackDiamond Wealth Management, LLC
0001580642-25-004675	199092			000329404	801-129402	Gatepass Capital, LLC
0001580642-25-004675	199093			000172793	801-117954	Austin Wealth Management, LLC
0001580642-25-004675	199094			000145488	801-69827	Arete Wealth Advisors, LLC
0001580642-25-004675	199021			000318366	801-123232	Bleakley Financial Group, LLC
0001580642-25-004675	199022			000107202	801-118602	Blue Barn Wealth, LLC
0001580642-25-004675	199023			000156480		C2P CAPITAL ADVISORY GROUP, LLC
0001580642-25-004675	199024			000106577	801-45064	CFS Investment Advisory Services LLC
0001580642-25-004675	199025			000305013	801-117202	Connecticut Capital Management Group, LLC
0001580642-25-004675	199026			000283318		Crafted Finance, LLC
0001580642-25-004675	199027			000151156		Crescent Wealth Advisory, LLC
0001062993-25-013384	199014	0000720005			001-09109	RAYMOND JAMES FINANCIAL INC
0001085146-25-004405	199116	0001230239	028-10451			ALKEON CAPITAL MANAGEMENT LLC
0001984732-25-000006	199097	0001911832	028-22291	000145706	801-69970	Forum Financial Management, LP
0001135514-25-000003	199012		028-05909			Rhumbline Advisers
0001135514-25-000003	199011		028-01523			Peregrine Capital Management
0001135514-25-000003	199013	0001006378				SEGALL BRYANT & HAMILL, LLC
0000950123-25-006851	199104			000133196	801-63658	FIAM LLC
0000950123-25-006851	199105			000282125	801-107234	HPS Investment Partners, LLC
0000950123-25-006851	199103			000124982	801-61786	Boston Partners Global Investors, Inc.
0000950123-25-006851	199102			000104973	801-21122	Allspring Global Investments, LLC
0000950123-25-006851	199101			000108477	801-56720	AllianceBernstein L.P.
0000950123-25-006851	199106			000104652	801-13991	Janus Henderson Investors US LLC
0000950123-25-006851	199112			000106595	801-15908	Wellington Management Company, LLP
0000950123-25-006851	199107			000107038	801-21011	J.P. Morgan Investment Management, Inc.
0000950123-25-006851	199108			000110391	801-6997	Lord, Abbett & Co. LLC
0000950123-25-006851	199109			000110045	801-17352	Massachusetts Financial Services Company
0000950123-25-006851	199110			000106631	811-07513	Putnam Investment Management, LLC
0000950123-25-006851	199111			000299812	802-114915	Schroder Investment Management North America Inc.
0000950123-25-006849	199114		028-16979	000175101	801-81084	Park Avenue Institutional Advisers LLC
0000950123-25-006849	199115		028-10562	000108477	801-56720	Alliance Bernstein
0001569785-25-000007	199095	0001569579	028-15216	000152538	801-71004	BTG Pactual Asset Management US LLC
0001569785-25-000006	199009	0001569579	028-15216	000152538	801-71004	BTG Pactual Asset Management US LLC
0001085146-25-004376	199113	0001697723	028-17779	000282580	801-107319	AE Wealth Management LLC
0001085146-25-004360	199098	0001927705	028-22928	000282312	801-118278	Delap Wealth Advisory, LLC
0001085146-25-004360	199099	0001903880	028-21624	000116091	801-61445	JACKSON THORNTON WEALTH MANAGEMENT, LLC
0001085146-25-004360	199100	0001964068	028-22786	000313110	801-122267	Allegiance Financial Group Advisory Services LLC
0000844150-25-000011	199010		028-05855			NatWest Group plc
0001178913-25-002557	199096	0001992355	028-24903			Value Base Ltd.
0001214659-25-011187	198958	0001475365	028-14527			Sumitomo Mitsui Trust Group, Inc.
0001214659-25-011188	198959	0001475365	028-14527			Sumitomo Mitsui Trust Group, Inc.
0001214659-25-011183	198970	0001480751	028-13674			Nikko Asset Management Americas, Inc.
0001214659-25-011185	199008	0001480751	028-13674			Nikko Asset Management Americas, Inc.
0001214659-25-011186	198991	0001475365	028-14527			Sumitomo Mitsui Trust Group, Inc.
0001214659-25-011184	198992	0001475365	028-14527			Sumitomo Mitsui Trust Group, Inc.
0001214659-25-011185	199007	0001475365	028-14527			Sumitomo Mitsui Trust Group, Inc.
0001172661-25-002827	198960	0002019841				Stone Ridge Holdings Group LP
